key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
2035,H,1971-1975,Je ne souhaite pas repondre,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,16-20,200-500 
2040,H,1976-1980,Travailleur independant,17-18,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,11-15,11-15,20 
2041,F,1981-1985,Profession intermediaire,19-20,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
2042,F,1981-1985,Employe,21-22,Non,2-5,3/an,3-4 h ,PJ,Non,Non,0,0,0
2045,H,1971-1975,Employe,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
2047,H,1981-1985,Cadre +,13-14,Non,6-10,1/mois,7 h +,Les 2,Oui,Oui,2-5,16-20,100-200 
2050,F,1991-1995,Etudiant,11-12,Non,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
2058,H,1981-1985,Employe,17-18,Oui,11-20,2/mois,5-6 h ,MJ,Oui,Oui,6-10,11-15,50-100 
2061,H,1981-1985,Cadre +,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,1,20-50 
2065,H,1981-1985,Cadre +,10,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,200-500 
2066,H,1976-1980,Employe,15-16,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
2067,F,1981-1985,Travailleur independant,19-20,Oui,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,2-5,4-6,20-50 
2069,H,1981-1985,Cadre +,11-12,Non,21+,1/semaine,1-2 h ,MJ,Non,Oui,16+,51+,200-500 
2071,H,1981-1985,Employe,15-16,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
2073,F,1991-1995,Employe,15-16,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,100-200 
2074,H,1981-1985,Ouvrier,11-12,Oui,11-20,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
2076,H,1966-1970,Cadre +,15-16,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,16-20,50-100 
2079,H,1981-1985,Employe,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,21-30,200-500 
2080,H,1976-1980,Cadre +,19-20,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,2-5,51+,100-200 
2081,F,1981-1985,En recherche d'emploi,19-20,Non,6-10,3/an,5-6 h ,PJ,Non,Oui,1,1,20 
2084,H,1986-1990,Etudiant,23-24,Non,2-5,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 
2085,H,1976-1980,Cadre +,15-16,Non,11-20,1/an,7 h +,PJ,Non,Oui,1,11-15,20 
2086,H,1976-1980,Cadre +,15-16,Non,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
2088,H,1986-1990,Cadre +,11-12,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
2089,F,1986-1990,Etudiant,19-20,Oui,2-5,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
2091,H,1986-1990,Employe,10,Non,2-5,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 
2094,H,1991-1995,Etudiant,17-18,Oui,6-10,2/mois,3-4 h ,Les 2,Non,Non,0,0,0
2095,H,1986-1990,Employe,13-14,Non,2-5,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,500+ 
2096,F,1996-2000,Etudiant,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Non,0,0,0
2097,F,1981-1985,Employe,25-30,Non,6-10,2/mois,3-4 h ,PJ,Oui,Oui,1,4-6,50-100 
2098,H,1976-1980,Ouvrier,15-16,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
2101,H,1971-1975,Sans activite,31-40,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2103,H,1986-1990,Cadre +,10,Non,11-20,1/an,3-4 h ,Les 2,Oui,Oui,6-10,11-15,50-100 
2105,H,1981-1985,Sans activite,11-12,Non,21+,1/semaine,7 h +,Les 2,Oui,Oui,2-5,7-10,20 
2108,H,1986-1990,En recherche d'emploi,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,21-30,20-50 
2110,H,1981-1985,Cadre +,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,500+ 
2111,H,1976-1980,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
2113,H,1971-1975,Travailleur independant,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2116,H,1976-1980,Travailleur independant,15-16,Non,11-20,1/an,7 h +,Les 2,Non,Oui,2-5,31-50,20-50 
2117,H,1986-1990,En recherche d'emploi,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,21-30,20-50 
2119,F,1976-1980,Travailleur independant,17-18,Non,2-5,1/semaine,3-4 h ,PJ,Oui,Non,0,0,0
2121,H,1976-1980,Cadre +,13-14,Oui,11-20,1/an,5-6 h ,MJ,Non,Oui,11-15,51+,500+ 
2127,H,1986-1990,En recherche d'emploi,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
2135,H,1986-1990,En recherche d'emploi,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,100-200 
2139,H,1976-1980,Cadre +,13-14,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,6-10,31-50,20 
2140,F,1981-1985,Cadre +,17-18,Non,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,11-15,51+,20-50 
2142,F,1986-1990,En recherche d'emploi,19-20,Oui,6-10,1/semaine,5-6 h ,PJ,Oui,Non,0,0,0
2143,H,1971-1975,Etudiant,17-18,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,7-10,20 
2144,H,1986-1990,Cadre +,25-30,Non,2-5,2/mois,3-4 h ,Les 2,Non,Non,0,0,0
2153,F,1981-1985,Employe,13-14,Non,6-10,1/semaine,1-2 h ,PJ,Oui,Oui,2-5,4-6,100-200 
2154,H,1986-1990,Employe,15-16,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,50-100 
2157,H,1966-1970,Cadre +,15-16,Oui,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
2159,H,1971-1975,Cadre +,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 
2162,F,1981-1985,Travailleur independant,17-18,Non,2-5,3/an,5-6 h ,PJ,Non,Oui,2-5,4-6,20 
2165,H,1981-1985,Employe,13-14,Non,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,1,11-15,20 
2168,H,1971-1975,Employe,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,11-15,51+,100-200 
2169,H,1966-1970,Cadre +,23-24,Non,21+,1/mois,3-4 h ,Les 2,Non,Oui,11-15,31-50,100-200 
2170,H,1996-2000,Etudiant,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
2171,H,1960 ou avant,Retraite,19-20,Oui,2-5,Je ne joue plus vraiment,7 h +,PJ,Oui,Oui,1,2 ou 3,20 
2172,H,1981-1985,Etudiant,17-18,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,500+ 
2173,H,1971-1975,Travailleur independant,15-16,Non,6-10,2/mois,7 h +,Les 2,Non,Oui,2-5,7-10,100-200 
2175,H,1966-1970,Employe,13-14,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,16-20,20 
2176,H,1986-1990,Etudiant,11-12,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 
2177,H,1976-1980,Profession intermediaire,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 
2178,H,1976-1980,En recherche d'emploi,11-12,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,16-20,50-100 
2179,H,1976-1980,Cadre +,19-20,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,31-50,100-200 
2180,H,1976-1980,Employe,13-14,Non,2-5,3/an,5-6 h ,PJ,Non,Oui,2-5,16-20,20-50 
2181,H,1976-1980,Employe,13-14,Non,6-10,Je ne joue plus vraiment,Le week end,Les 2,Non,Oui,2-5,11-15,100-200 
2184,F,1981-1985,Cadre +,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,1,7-10,20 
2186,H,1971-1975,Travailleur independant,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,20 
2187,H,1996-2000,Etudiant,13-14,Oui,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,50-100 
2188,H,1976-1980,Ouvrier,17-18,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,2-5,7-10,20 
2189,H,1971-1975,Employe,15-16,Non,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
2190,H,1986-1990,Etudiant,17-18,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,1,4-6,20 
2192,H,1991-1995,Etudiant,19-20,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0
2193,H,1976-1980,En recherche d'emploi,15-16,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
2194,H,1991-1995,Etudiant,17-18,Non,2-5,1/mois,3-4 h ,Les 2,Non,Oui,1,4-6,50-100 
2195,H,1986-1990,Cadre +,11-12,Oui,6-10,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,2-5,31-50,100-200 
2197,H,1981-1985,Profession intermediaire,11-12,Non,11-20,2/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,100-200 
2198,H,1971-1975,Je ne souhaite pas repondre,13-14,Non,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
2200,H,1991-1995,Etudiant,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
2201,H,1976-1980,Profession intermediaire,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
2202,H,1991-1995,Etudiant,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 
2205,H,1981-1985,Employe,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,4-6,20 
2206,H,1981-1985,Travailleur independant,13-14,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 
2207,H,1976-1980,Travailleur independant,11-12,Oui,11-20,2/mois,5-6 h ,Les 2,Non,Oui,6-10,16-20,20-50 
2208,H,1971-1975,Cadre +,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
2209,H,1986-1990,Etudiant,10,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,200-500 
2210,H,1981-1985,Employe,13-14,Non,11-20,1/mois,5-6 h ,PJ,Non,Oui,1,2 ou 3,20-50 
2213,H,1971-1975,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2214,H,1981-1985,Cadre +,13-14,Non,2-5,1/mois,3-4 h ,PJ,Non,Oui,2-5,4-6,20 
2218,H,1966-1970,Cadre +,17-18,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
2223,H,1986-1990,Sans activite,10,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,21-30,20-50 
2227,F,1991-1995,Etudiant,15-16,Oui,2-5,1/semaine,Le week end,PJ,Oui,Oui,2-5,2 ou 3,50-100 
2229,H,1986-1990,En recherche d'emploi,15-16,Oui,6-10,1/mois,7 h +,Les 2,Non,Oui,2-5,11-15,20-50 
2230,H,1981-1985,Cadre +,23-24,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,11-15,50-100 
2234,H,1976-1980,Travailleur independant,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 
2237,H,1976-1980,Cadre +,19-20,Oui,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 
2238,H,1981-1985,Cadre +,17-18,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,16+,51+,500+ 
2239,H,1966-1970,Cadre +,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
2242,H,1991-1995,Etudiant,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,100-200 
2243,F,1991-1995,Etudiant,21-22,Oui,6-10,2/mois,3-4 h ,PJ,Non,Non,0,0,0
2244,H,1976-1980,Employe,11-12,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Oui,2-5,7-10,20-50 
2245,H,1971-1975,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2246,F,1986-1990,Etudiant,15-16,Non,6-10,1/mois,5-6 h ,PJ,Non,Oui,1,1,20 
2248,F,1981-1985,Cadre +,23-24,Non,6-10,1/an,3-4 h ,PJ,Oui,Oui,2-5,4-6,20 
2250,F,1966-1970,Je ne souhaite pas repondre,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
2251,H,1986-1990,Employe,17-18,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
2252,H,1991-1995,Employe,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,200-500 
2253,H,1981-1985,Travailleur independant,10,Non,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,21-30,200-500 
2254,H,1991-1995,Etudiant,10,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,1,20 
2255,H,1986-1990,Employe,13-14,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
2256,H,1966-1970,Employe,25-30,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
2259,H,1991-1995,Travailleur independant,21-22,Non,1,1/mois,5-6 h ,PJ,Oui,Non,0,0,0
2261,H,1981-1985,Cadre +,13-14,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
2263,H,1976-1980,Employe,19-20,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,31-50,50-100 
2264,H,1986-1990,En recherche d'emploi,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 
2265,H,1976-1980,Cadre +,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,200-500 
2267,H,1981-1985,Employe,15-16,Non,2-5,2/mois,5-6 h ,Les 2,Non,Oui,2-5,4-6,20-50 
2268,H,1986-1990,Employe,19-20,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Oui,2-5,4-6,20-50 
2269,H,1976-1980,Travailleur independant,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,200-500 
2271,H,1991-1995,Etudiant,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,11-15,100-200 
2272,H,1966-1970,Profession intermediaire,15-16,Oui,11-20,1/mois,Le week end,PJ,Oui,Oui,11-15,51+,500+ 
2273,H,1981-1985,Employe,21-22,Non,2-5,3/an,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
2274,H,1991-1995,Etudiant,19-20,Oui,1,2/mois,3-4 h ,PJ,Non,Non,0,0,0
2275,H,1986-1990,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 
2276,H,1991-1995,Etudiant,13-14,Oui,11-20,2/mois,7 h +,PJ,Oui,Oui,2-5,2 ou 3,100-200 
2277,H,1981-1985,Travailleur independant,10,Oui,11-20,2/mois,7 h +,MJ,Oui,Oui,2-5,51+,500+ 
2278,H,1976-1980,Travailleur independant,15-16,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,16+,51+,200-500 
2279,H,1971-1975,Cadre +,11-12,Non,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,20-50 
2281,H,1981-1985,Employe,15-16,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,31-50,50-100 
2283,H,1981-1985,Etudiant,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
2286,H,1986-1990,Cadre +,15-16,Non,2-5,3/an,7 h +,PJ,Non,Non,0,0,0
2289,H,1971-1975,Cadre +,19-20,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20 
2290,H,1981-1985,Ouvrier,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,21-30,50-100 
2291,F,1986-1990,Employe,21-22,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,7-10,50-100 
2293,H,1986-1990,Profession intermediaire,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,16+,51+,500+ 
2299,H,1976-1980,Ouvrier,13-14,Non,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
2300,H,1991-1995,Etudiant,17-18,Non,2-5,3/an,5-6 h ,Les 2,Non,Non,0,0,0
2304,H,1981-1985,Employe,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
2305,H,1976-1980,Je ne souhaite pas repondre,13-14,Non,6-10,1/semaine,1-2 h ,Les 2,Non,Oui,11-15,51+,500+ 
2309,H,1981-1985,Profession intermediaire,11-12,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,6-10,51+,20 
2310,H,1976-1980,Travailleur independant,13-14,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2311,H,1976-1980,Travailleur independant,13-14,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,2-5,11-15,20-50 
2313,H,1981-1985,Sans activite,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,51+,20-50 
2314,H,1976-1980,Cadre +,13-14,Non,21+,1/an,5-6 h ,PJ,Non,Oui,2-5,11-15,100-200 
2315,F,1996-2000,Etudiant,15-16,Oui,2-5,1/semaine,5-6 h ,PJ,Oui,Non,0,0,0
2317,H,1976-1980,Profession intermediaire,21-22,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 
2318,H,1971-1975,Cadre +,15-16,Non,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,16+,31-50,20 
2320,H,1976-1980,Employe,11-12,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
2321,F,1971-1975,Cadre +,13-14,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
2324,F,1981-1985,Cadre +,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Non,0,0,0
2328,F,1981-1985,Cadre +,25-30,Oui,2-5,3/an,5-6 h ,PJ,Non,Non,0,0,0
2329,F,1986-1990,Etudiant,21-22,Non,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0
2335,F,1991-1995,En recherche d'emploi,19-20,Non,2-5,1/semaine,5-6 h ,PJ,Non,Oui,2-5,1,20 
2336,H,1971-1975,Sans activite,11-12,Non,6-10,1/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20-50 
2337,H,1966-1970,Employe,11-12,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,11-15,51+,500+ 
2339,H,1986-1990,Etudiant,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,1,1,20 
2340,H,1976-1980,En recherche d'emploi,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2345,H,1981-1985,Employe,13-14,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,2-5,21-30,20-50 
2346,H,1971-1975,En recherche d'emploi,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2347,H,1971-1975,Employe,11-12,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
2350,H,1981-1985,Etudiant,13-14,Non,11-20,2/mois,7 h +,MJ,Oui,Oui,11-15,51+,200-500 
2352,H,1991-1995,Etudiant,10,Oui,6-10,3/an,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 
2354,H,1976-1980,Employe,17-18,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,31-50,100-200 
2357,H,1981-1985,Je ne souhaite pas repondre,15-16,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 
2363,F,1991-1995,En recherche d'emploi,15-16,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
2365,F,1976-1980,Employe,19-20,Oui,11-20,3/an,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 
2366,F,1986-1990,Employe,15-16,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
2367,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,16+,51+,20 
2370,H,1981-1985,Cadre +,10,Oui,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Oui,Oui,1,21-30,20 
2371,H,1976-1980,Employe,15-16,Non,2-5,1/semaine,1-2 h ,Les 2,Non,Oui,2-5,7-10,20-50 
2373,H,1976-1980,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 
2374,H,1991-1995,Etudiant,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
2375,H,1991-1995,Etudiant,11-12,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,31-50,200-500 
2378,F,1991-1995,Etudiant,11-12,Non,2-5,3/an,5-6 h ,PJ,Oui,Non,0,0,0
2380,F,1976-1980,Cadre +,19-20,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,2-5,7-10,20 
2381,F,1991-1995,Etudiant,19-20,Oui,2-5,1/semaine,5-6 h ,Les 2,Oui,Oui,1,1,20-50 
2386,H,1981-1985,Cadre +,15-16,Non,6-10,1/mois,7 h +,Les 2,Non,Oui,6-10,16-20,50-100 
2387,F,1981-1985,Employe,17-18,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 
2388,H,1976-1980,Employe,11-12,Non,6-10,1/mois,7 h +,PJ,Non,Oui,1,2 ou 3,20 
2389,H,1971-1975,Employe,10,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,11-15,16-20,20 
2390,H,1971-1975,Employe,11-12,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,31-50,20-50 
2391,H,1971-1975,Profession intermediaire,15-16,Non,11-20,3/an,Le week end,Les 2,Non,Oui,6-10,31-50,200-500 
2393,H,1976-1980,Ouvrier,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
2395,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 
2396,H,1976-1980,Cadre +,17-18,Oui,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,21-30,20 
2399,H,1991-1995,Etudiant,15-16,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20 
2400,F,1976-1980,Employe,17-18,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,100-200 
2401,H,1981-1985,Employe,13-14,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20 
2402,H,1976-1980,Employe,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
2405,H,1981-1985,Profession intermediaire,17-18,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,50-100 
2406,H,1981-1985,Employe,11-12,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,31-50,50-100 
2407,H,1981-1985,Travailleur independant,15-16,Oui,2-5,2/mois,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 
2410,H,1971-1975,Cadre +,11-12,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 
2417,H,1976-1980,Employe,10,Oui,11-20,1/mois,5-6 h ,MJ,Oui,Oui,6-10,51+,100-200 
2418,H,1986-1990,Employe,21-22,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,6-10,21-30,200-500 
2420,F,1981-1985,En recherche d'emploi,19-20,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,2-5,7-10,50-100 
2421,H,1981-1985,Employe,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
2423,H,1991-1995,Etudiant,19-20,Oui,6-10,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
2424,H,1981-1985,Je ne souhaite pas repondre,25-30,Non,2-5,1/mois,7 h +,Les 2,Non,Oui,1,1,20-50 
2425,H,1981-1985,Employe,10,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
2427,H,1976-1980,Cadre +,11-12,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,20 
2428,H,1971-1975,Employe,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,51+,20 
2430,H,1971-1975,Cadre +,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,500+ 
2431,F,1991-1995,Etudiant,17-18,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,50-100 
2432,H,1971-1975,Employe,15-16,Oui,21+,1/an,7 h +,MJ,Non,Oui,16+,51+,20 
2433,H,1976-1980,Employe,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,7-10,50-100 
2435,H,1971-1975,Cadre +,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Non,Oui,2-5,21-30,500+ 
2436,H,1971-1975,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
2437,F,1986-1990,Etudiant,17-18,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
2440,H,1981-1985,Employe,11-12,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,11-15,20 
